user_id,Age,Gender,Country,JobRole,Department,experience_years,work_hours_per_week,remote_work_mode,burnout_level,job_satisfaction,stress_level,productivity_score,sleep_hours,physical_activity_hours,commute_time_minutes,has_mental_health_support,manager_support_score,has_therapy_access,mental_health_days_off,SalaryRange,work_life_balance,team_size,career_growth_score,burnout_risk,remote_work_percentage,meeting_hours_per_week,email_count_per_day,workload_score,overtime_hours,deadline_pressure,work_intensity,stress_composite,work_life_ratio,communication_load
1001,50,Male,UK,Sales Associate,HR,14,0.2939890908043424,No,3.37,-0.1455282700091636,1.5191637841859884,-0.5214684965138962,0.31977574393497754,1.0031639599304099,117,0,-0.8827760757877208,1,8,40K-60K,1.2948198225645333,-1.3633101951232756,1.4336318156931516,0,-1.2307164454504145,0.5951586362146957,0.6679626640355818,0.8056578314402768,0.11202520483596852,0.4128148164234513,0.3584116992178881,1.124806254270301,-0.7869650596563743,0.8116450295094045
1002,36,Male,Germany,Software Engineer,IT,1,1.7073981812098333,Hybrid,7.39,-1.3251746441231773,0.05172528631880012,-0.6825623566861844,0.4585070862061175,1.387705483461024,8,1,-0.4014452834200187,1,4,80K-100K,-1.0188339765297187,1.4057694158244742,1.1452938772662329,1,0.0008210249802870877,1.430247598609329,-0.5376718453964524,0.44242724508620324,1.997442397026182,0.7247149639235428,1.8970863429769707,0.3282206431082815,1.4806957083815677,0.24712458615067395
1003,29,Non-binary,India,IT Admin,IT,13,1.7073981812098333,Hybrid,7.1,0.6678880206380813,0.07093259650030775,1.2582351015799564,-0.928806336505281,1.6324137257077784,75,0,-0.6979450515185233,0,6,80K-100K,0.702954897214841,-1.292308153816923,0.9504709458966926,1,0.0008210249802870877,0.5766542093052204,1.0713257233890647,0.3967579023574745,1.997442397026182,0.12711428131336738,1.6518765673010043,0.18069733512906022,-0.29301677363131123,1.1235507225910741
1004,42,Male,Australia,HR Specialist,IT,15,-1.5905563630696455,Yes,4.18,-0.6466852263321106,0.3398349390414156,-0.31818338724886547,1.4989921532396657,0.26903923319014605,43,1,-0.3629388200306027,1,9,60K-80K,-1.5914825081992263,-1.0082999885915127,1.316738056871428,0,1.2323584954109885,-1.07627875218621,-0.4564819171689076,-0.0004591716086761744,-0.9878014906083226,0.5438128783734897,-1.4359804736693766,0.3095034976211499,1.0359533807667025,-0.8704403885700567
1005,40,Male,Brazil,Customer Support,Support,6,-1.2372040904682728,Yes,8.28,-1.1941028247771757,-0.8087622098127448,-1.3039243887792966,-1.6224630478609803,-0.6049187748339775,58,1,0.025976460202500332,1,6,<40K,-1.6452884105037437,-0.5112856994470448,1.3089451396166465,1,1.2323584954109885,-0.8895229043371761,-1.8275139618043115,-0.08223915742523653,-0.9878014906083226,0.3959722084584463,-1.1967914737354544,-0.3512821789447166,1.5106534907385696,-1.8721953635255095
1006,44,Prefer not to say,Germany,Project Manager,Support,3,1.5896140903427092,Hybrid,3.12,-0.2419046077635765,-0.4092501580373847,-1.6989879030113373,1.3602608109685264,-0.6398770951549423,23,1,-1.109964209785276,0,6,40K-60K,-0.15025298218536512,0.9087551266800064,-0.4678399944735587,0,0.0008210249802870877,0.934438756827172,-1.5996073668151334,-0.84693512869697,1.8403242976769976,-0.7306111243118842,1.6464247811514288,-0.6319387314372472,0.22329108069925155,-0.8308344042999875
1007,32,Prefer not to say,USA,Software Engineer,Engineering,17,-1.70834045393677,Hybrid,5.15,1.6355064516923865,0.17849353351675096,0.7596112486657303,-0.4432466385562914,-0.4301271732291527,62,0,-0.3475362346748362,1,9,100K+,0.5607535839814732,-0.9372979472851601,1.6518334988270365,0,0.0008210249802870877,-1.0704335492706512,0.7126530493077347,0.07176211456698763,-0.9878014906083226,-0.10431562813170026,-1.4961480307381732,0.08867136981732868,-0.9967274672044034,0.061659531950034124
1008,32,Male,Canada,Customer Support,Marketing,4,-0.6482836361326516,No,5.25,-0.28431019637551797,1.5230052462222898,0.7327622719703487,0.7359697707483969,0.3739141941530408,77,1,-0.3744907590474276,0,3,80K-100K,-1.2186844708036408,-0.22727753422163458,0.7244763455080261,0,-1.2307164454504145,0.8329066133657574,1.703601270647819,1.2081852940958144,-0.9878014906083226,1.5836879701387954,-0.39275970222167556,1.5245581921607916,0.7129814778129988,1.7469965853464196
1009,45,Prefer not to say,Canada,Marketing Manager,Sales,5,0.5295572725385909,Hybrid,4.07,-0.5040482464555794,0.48581049642087404,-0.2913344105534843,0.5278727573416873,-0.045585649698538226,112,0,-0.7210489295521729,0,3,80K-100K,0.9297083426410218,-1.576316319042333,-0.463943535846168,0,0.0008210249802870877,-0.09702964716697217,-0.004117502902871495,0.09725198027604544,0.4262614035343374,-0.17667646235172127,0.37603182257595963,0.2394148318588523,-0.63112631247572,-0.049033140103364105
1010,57,Prefer not to say,Brazil,Software Engineer,Engineering,6,1.7073981812098333,Hybrid,9.59,-0.16865859107022255,-0.582115949670954,-1.2962532525806163,-1.2062690210475608,0.5137474754369007,40,1,1.7510660200483439,0,2,60K-80K,-1.2648038156360843,-0.44028365814069226,-0.21067372506576582,1,0.0008210249802870877,1.5521895113670585,-1.3517266124920986,0.38401296950294606,1.997442397026182,0.7016343530085362,1.93211631093068,-0.026046618652189324,2.144635100382771,-0.3424570558684671
